experiment_id,station_id,station_name,session_id,timestamp_utc,plc_timestamp_matched,state_age_seconds,canonical_row_id,operation_row_id,canonical_source_file,plc_source_file
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:28.822000+00:00,2019-06-17 09:36:35.565000+00:00,1193.257,123151f2ec6972a5eaae85019a4e80cd4a277647d5e30571d2927bb93afc54f7,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:27.869000+00:00,2019-06-17 09:36:35.565000+00:00,1192.304,29ed052d3e8760f16d4e643ed275bb6a9c340082534af7e939e7c3517b525824,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:27.830000+00:00,2019-06-17 09:36:35.565000+00:00,1192.265,285d6c8e16e3af4d856d6786f72062c8b6b6e4a86779a43317faae1cd89e2757,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:27.789000+00:00,2019-06-17 09:36:35.565000+00:00,1192.224,fa58f8eba66eec844043e53e1ee916bab44d127c8db6a97f1947be96134fa5b2,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:26.852000+00:00,2019-06-17 09:36:35.565000+00:00,1191.287,638d7d48039990fc6e0cf1440601a76a950895272e250f553b17e7acea073da4,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:26.779000+00:00,2019-06-17 09:36:35.565000+00:00,1191.214,df29aba6d3e020aa486f23e86f9383c3268073ea66b227011aa73250fb3f2f9d,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:26.763000+00:00,2019-06-17 09:36:35.565000+00:00,1191.198,21fcc3e61a1f61d844d89e43e00703aa6cb67708e018b2eebe0faa83f6f340b7,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:25.825000+00:00,2019-06-17 09:36:35.565000+00:00,1190.26,e921ff9d722e83eaa867622779a93971be21567bd9cb377f5c505bc2d3bd84de,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:25.797000+00:00,2019-06-17 09:36:35.565000+00:00,1190.232,40602f9aa8aedfd869f7f54e2658581fe87887c6ab8be1accef1381e92c5b7e8,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:25.781000+00:00,2019-06-17 09:36:35.565000+00:00,1190.216,a1cea852b63804f01cfa2daddf707690eebb3cd4067a88db5b3ec01a084c0509,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:24.849000+00:00,2019-06-17 09:36:35.565000+00:00,1189.284,ce921192fc8f40617bb7add03f788bd94685208e96bd2a2ac1df8058126449b4,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
Exp20190617,50,RobotAssembly,Exp20190617-S50-001,2019-06-17 09:56:24.823000+00:00,2019-06-17 09:36:35.565000+00:00,1189.258,7e805006a2130b36b25e63e3bd8a683782ca2478a1079460fe6ee10cdd217b5a,843b618757940fb8d95e30d027fc94b3b926f8696effe6ee2207d951c8baa6d2,Exp20190617/dump_20190617_1209_new.sql,Exp20190617/dump_20190617_1209_new.sql
